time,open,high,low,close
1602727200,1.30191,1.30194,1.301,1.30101
1602730800,1.30101,1.30169,1.30094,1.30119
1602734400,1.30119,1.30208,1.301,1.30202
1602738000,1.30202,1.30251,1.30161,1.30186
1602741600,1.30186,1.30186,1.29937,1.30007
1602745200,1.30007,1.30153,1.29862,1.30033
1602748800,1.30033,1.30103,1.29362,1.29471
1602752400,1.29471,1.29747,1.2937,1.29715
1602756000,1.29715,1.2973,1.29303,1.29524
1602759600,1.29524,1.29629,1.29088,1.29269
1602763200,1.29269,1.29362,1.29093,1.29249
1602766800,1.29249,1.29595,1.28986,1.29433
1602770400,1.29433,1.29446,1.28904,1.29051
1602774000,1.29051,1.29297,1.28995,1.29156
1602777600,1.29156,1.29382,1.29081,1.29217
1602781200,1.29217,1.29308,1.2902,1.2903
1602784800,1.2903,1.29076,1.2898,1.29001
1602788400,1.29001,1.29032,1.2892,1.29002
1602792000,1.29002,1.2906,1.2896,1.29022
1602795600,1.29022,1.29065,1.28967,1.29047
1602799200,1.29047,1.29095,1.28971,1.29007
1602802800,1.29007,1.29056,1.28988,1.29032
1602806400,1.29032,1.29074,1.2895,1.29055
1602810000,1.29055,1.29084,1.2895,1.28984
1602813600,1.28984,1.28988,1.28864,1.28907
1602817200,1.28907,1.28994,1.28899,1.2894
1602820800,1.2894,1.28959,1.28901,1.28912
1602824400,1.28912,1.28979,1.28899,1.2897
1602828000,1.2897,1.29214,1.28831,1.29159
1602831600,1.29159,1.29415,1.29052,1.29337
1602835200,1.29337,1.29487,1.29286,1.29325
1602838800,1.29325,1.29443,1.29242,1.29405
1602842400,1.29405,1.29623,1.28617,1.28917
1602846000,1.28917,1.29273,1.28672,1.29133
1602849600,1.29133,1.2936,1.28863,1.29091
1602853200,1.29091,1.2914,1.28666,1.2906
1602856800,1.2906,1.29371,1.29021,1.29289
1602860400,1.29289,1.29326,1.29144,1.29292
1602864000,1.29292,1.29462,1.29155,1.29242
1602867600,1.29242,1.29263,1.29062,1.29081
1602871200,1.29081,1.29326,1.2906,1.29311
1602874800,1.29311,1.29317,1.29192,1.29282
1602878400,1.29282,1.29282,1.29054,1.29146
1603054800,1.28902,1.29183,1.28899,1.29035
1603058400,1.29035,1.29279,1.29011,1.29178
1603062000,1.29178,1.29285,1.29178,1.29257
1603065600,1.29257,1.29425,1.29253,1.29418
1603069200,1.29418,1.29459,1.29299,1.29319
1603072800,1.29319,1.29377,1.29247,1.29343
1603076400,1.29343,1.29359,1.29241,1.29276
1603080000,1.29276,1.29301,1.2925,1.29264
1603083600,1.29264,1.29392,1.29223,1.29381
1603087200,1.29381,1.295,1.29326,1.29477
1603090800,1.29477,1.29805,1.29458,1.29699
1603094400,1.29699,1.30057,1.2964,1.2996
1603098000,1.2996,1.30144,1.29922,1.29971
1603101600,1.29971,1.30096,1.29727,1.29952
1603105200,1.29952,1.30176,1.29926,1.30122
1603108800,1.30122,1.30173,1.29902,1.29925
1603112400,1.29925,1.30246,1.29672,1.30032
1603116000,1.30032,1.3018,1.29795,1.2998
1603119600,1.2998,1.30062,1.29826,1.29963
1603123200,1.29963,1.3005,1.29802,1.2982
1603126800,1.2982,1.29869,1.29632,1.29653
1603130400,1.29653,1.29703,1.2942,1.29445
1603134000,1.29445,1.29497,1.29405,1.29416
1603137600,1.29416,1.29511,1.29365,1.29401
1603141200,1.29401,1.29463,1.29355,1.29405
1603144800,1.29405,1.29553,1.29398,1.29462
1603148400,1.29462,1.29508,1.29455,1.29475
1603152000,1.29475,1.29536,1.29458,1.29502
1603155600,1.29502,1.29584,1.29366,1.29395
1603159200,1.29395,1.29446,1.2935,1.29437
1603162800,1.29437,1.29518,1.29429,1.29508
1603166400,1.29508,1.29525,1.29444,1.29446
1603170000,1.29446,1.29496,1.29379,1.2948
1603173600,1.2948,1.29575,1.29371,1.294
1603177200,1.294,1.29516,1.29192,1.29432
1603180800,1.29432,1.29732,1.294,1.29644
1603184400,1.29644,1.29796,1.29605,1.29611
1603188000,1.29611,1.29731,1.29434,1.29518
1603191600,1.29518,1.29597,1.29246,1.2937
1603195200,1.2937,1.2938,1.29109,1.29263
1603198800,1.29263,1.29735,1.29191,1.29692
1603202400,1.29692,1.29749,1.29568,1.29619
1603206000,1.29619,1.29645,1.29468,1.29501
1603209600,1.29501,1.29553,1.29338,1.29396
1603213200,1.29396,1.29466,1.29365,1.29392
1603216800,1.29392,1.29448,1.29384,1.2942
1603220400,1.2942,1.29432,1.29307,1.29404
1603224000,1.29404,1.29515,1.29384,1.29455
1603227600,1.29455,1.29458,1.29346,1.29429
1603231200,1.29429,1.29543,1.29411,1.29491
1603234800,1.29491,1.29572,1.29475,1.29557
1603238400,1.29557,1.29656,1.29538,1.29603
1603242000,1.29603,1.29713,1.29591,1.2964
1603245600,1.2964,1.29743,1.2964,1.29683
1603249200,1.29683,1.29787,1.29682,1.29781
1603252800,1.29781,1.29825,1.2975,1.298
1603256400,1.298,1.29838,1.29708,1.29773
1603260000,1.29773,1.3001,1.29744,1.29888
1603263600,1.29888,1.30511,1.29884,1.30468
1603267200,1.30468,1.30644,1.30359,1.30395
1603270800,1.30395,1.30647,1.30352,1.30532
1603274400,1.30532,1.30721,1.3045,1.30721
1603278000,1.30721,1.30722,1.30436,1.30585
1603281600,1.30585,1.30966,1.30552,1.30946
1603285200,1.30946,1.31426,1.30748,1.31143
1603288800,1.31143,1.31717,1.31126,1.31577
1603292400,1.31577,1.31578,1.31349,1.3142
1603296000,1.3142,1.31769,1.31381,1.31575
1603299600,1.31575,1.31692,1.31515,1.31631
1603303200,1.31631,1.31671,1.31558,1.31591
1603306800,1.31591,1.31634,1.31437,1.31451
1603310400,1.31451,1.31482,1.3134,1.31404
1603314000,1.31404,1.31523,1.3131,1.31411
1603317600,1.31411,1.31519,1.31389,1.31397
1603321200,1.31397,1.31413,1.31266,1.31292
1603324800,1.31292,1.31425,1.31281,1.31378
1603328400,1.31378,1.31449,1.3132,1.31342
1603332000,1.31342,1.31354,1.31252,1.31284
1603335600,1.31284,1.31325,1.3124,1.31251
1603339200,1.31251,1.3134,1.3125,1.31309
1603342800,1.31309,1.31405,1.3129,1.31365
1603346400,1.31365,1.31498,1.31311,1.31349
1603350000,1.31349,1.31493,1.31171,1.31403
1603353600,1.31403,1.31417,1.31042,1.31071
1603357200,1.31071,1.31129,1.30839,1.30973
1603360800,1.30973,1.31224,1.30888,1.31005
1603364400,1.31005,1.31112,1.30922,1.30972
1603368000,1.30972,1.31125,1.30839,1.3102
1603371600,1.3102,1.31184,1.30926,1.31022
1603375200,1.31022,1.31041,1.30704,1.30948
1603378800,1.30948,1.3098,1.30804,1.30871
1603382400,1.30871,1.3103,1.30805,1.30957
1603386000,1.30957,1.30982,1.30863,1.30874
1603389600,1.30874,1.30898,1.3075,1.30774
1603393200,1.30774,1.30815,1.30734,1.30761
1603396800,1.30761,1.30854,1.30746,1.30769
1603400400,1.30769,1.30906,1.30726,1.3079
1603404000,1.3079,1.30873,1.30767,1.30799
1603407600,1.30799,1.3082,1.30752,1.30778
1603411200,1.30778,1.30782,1.30563,1.30717
1603414800,1.30717,1.30725,1.30639,1.30721
1603418400,1.30721,1.3073,1.30659,1.3072
1603422000,1.3072,1.3073,1.30651,1.30665
1603425600,1.30665,1.30675,1.30571,1.30616
1603429200,1.30616,1.30651,1.30566,1.30609
1603432800,1.30609,1.30629,1.30508,1.30566
1603436400,1.30566,1.30976,1.30523,1.30917
1603440000,1.30917,1.31131,1.30848,1.30892
1603443600,1.30892,1.31041,1.30793,1.30835
1603447200,1.30835,1.30918,1.30592,1.30752
1603450800,1.30752,1.30764,1.30604,1.30674
1603454400,1.30674,1.31228,1.30647,1.30911
1603458000,1.30911,1.30924,1.30619,1.30663
1603461600,1.30663,1.30687,1.30191,1.30411
1603465200,1.30411,1.30579,1.30342,1.30387
1603468800,1.30387,1.30389,1.30202,1.30315
1603472400,1.30315,1.30376,1.30219,1.30265
1603476000,1.30265,1.30363,1.30203,1.30345
1603479600,1.30345,1.30461,1.30318,1.30455
1603483200,1.30455,1.30545,1.30351,1.304
1603659600,1.3055,1.3057,1.304,1.30457
1603663200,1.30457,1.30585,1.30402,1.30421
1603666800,1.30421,1.3054,1.30419,1.30531
1603670400,1.30531,1.30546,1.30469,1.30471
1603674000,1.30471,1.30549,1.30284,1.30363
1603677600,1.30363,1.30401,1.30285,1.3029
1603681200,1.3029,1.30303,1.30233,1.30264
1603684800,1.30264,1.30279,1.3021,1.30236
1603688400,1.30236,1.30297,1.30202,1.30244
1603692000,1.30244,1.3028,1.30194,1.3022
1603695600,1.3022,1.30223,1.29927,1.30108
1603699200,1.30108,1.30328,1.2995,1.3017
1603702800,1.3017,1.30547,1.30154,1.30494
1603706400,1.30494,1.30751,1.30429,1.30644
1603710000,1.30644,1.30669,1.30474,1.30525
1603713600,1.30525,1.30566,1.301,1.30237
1603717200,1.30237,1.30363,1.30139,1.30185
1603720800,1.30185,1.30188,1.29948,1.29997
1603724400,1.29997,1.30237,1.29984,1.30203
1603728000,1.30203,1.30286,1.30133,1.30228
1603731600,1.30228,1.30312,1.30151,1.30231
1603735200,1.30231,1.3028,1.30185,1.30189
1603738800,1.30189,1.30268,1.30176,1.30189
1603742400,1.30189,1.30238,1.30183,1.30232
1603746000,1.30232,1.30236,1.30023,1.30155
1603749600,1.30155,1.30207,1.30142,1.30158
1603753200,1.30158,1.30192,1.3014,1.30154
1603756800,1.30154,1.30261,1.30143,1.30259
1603760400,1.30259,1.30318,1.30229,1.30297
1603764000,1.30297,1.30396,1.30297,1.30393
1603767600,1.30393,1.30396,1.30318,1.30337
1603771200,1.30337,1.30391,1.30329,1.30339
1603774800,1.30339,1.30407,1.30339,1.30387
1603778400,1.30387,1.30446,1.30317,1.30333
1603782000,1.30333,1.30342,1.30121,1.30202
1603785600,1.30202,1.30243,1.30008,1.30166
1603789200,1.30166,1.30257,1.30093,1.30235
1603792800,1.30235,1.30371,1.30149,1.30364
1603796400,1.30364,1.30508,1.30276,1.30491
1603800000,1.30491,1.3059,1.30231,1.30299
1603803600,1.30299,1.30483,1.30282,1.30357
1603807200,1.30357,1.30494,1.30274,1.30433
1603810800,1.30433,1.30796,1.30355,1.3066
1603814400,1.3066,1.30744,1.30605,1.30721
1603818000,1.30721,1.30768,1.30609,1.30644
1603821600,1.30644,1.30653,1.30552,1.30565
1603825200,1.30565,1.30588,1.30517,1.30537
1603828800,1.30537,1.30599,1.30405,1.30435
1603832400,1.30435,1.30435,1.30341,1.30404
1603836000,1.30404,1.30441,1.30225,1.30267
1603839600,1.30267,1.30309,1.30247,1.30305
1603843200,1.30305,1.304,1.30204,1.30329
1603846800,1.30329,1.30417,1.30261,1.30353
1603850400,1.30353,1.30404,1.30328,1.30343
1603854000,1.30343,1.30375,1.30323,1.30341
1603857600,1.30341,1.30428,1.30328,1.30411
1603861200,1.30411,1.3047,1.30393,1.30446
1603864800,1.30446,1.30641,1.30404,1.3051
1603868400,1.3051,1.30618,1.303,1.30302
1603872000,1.30302,1.30318,1.29881,1.30009
1603875600,1.30009,1.30034,1.29633,1.2972
1603879200,1.2972,1.29837,1.29662,1.29702
1603882800,1.29702,1.29809,1.29516,1.29564
1603886400,1.29564,1.29566,1.29164,1.29411
1603890000,1.29411,1.29665,1.29302,1.2956
1603893600,1.2956,1.30169,1.29542,1.29806
1603897200,1.29806,1.30132,1.29785,1.29966
1603900800,1.29966,1.29995,1.29729,1.29812
1603904400,1.29812,1.29901,1.29771,1.29899
1603908000,1.29899,1.30006,1.2984,1.29923
1603911600,1.29923,1.29948,1.29791,1.29813
1603915200,1.29813,1.29881,1.2979,1.2983
1603918800,1.2983,1.29853,1.29769,1.29835
1603922400,1.29835,1.29939,1.2983,1.29866
1603926000,1.29866,1.29897,1.29809,1.29889
1603929600,1.29889,1.29976,1.29835,1.29899
1603933200,1.29899,1.29978,1.29882,1.29956
1603936800,1.29956,1.29966,1.29894,1.29911
1603940400,1.29911,1.30032,1.29882,1.30017
1603944000,1.30017,1.3008,1.30012,1.3002
1603947600,1.3002,1.30212,1.30005,1.3021
1603951200,1.3021,1.30254,1.30077,1.30103
1603954800,1.30103,1.3014,1.29968,1.30023
1603958400,1.30023,1.30075,1.29818,1.29923
1603962000,1.29923,1.30256,1.29922,1.301
1603965600,1.301,1.30182,1.29827,1.29874
1603969200,1.29874,1.29888,1.29373,1.29416
1603972800,1.29416,1.2952,1.29302,1.29355
1603976400,1.29355,1.29476,1.2904,1.29347
1603980000,1.29347,1.29493,1.29162,1.29256
1603983600,1.29256,1.29284,1.28808,1.28895
1603987200,1.28895,1.29179,1.28828,1.29154
1603990800,1.29154,1.29168,1.29016,1.29061
1603994400,1.29061,1.29328,1.29058,1.29266
1603998000,1.29266,1.29364,1.29252,1.29316
1604001600,1.29316,1.29342,1.29244,1.29277
1604005200,1.29277,1.29307,1.29083,1.29259
1604008800,1.29259,1.29295,1.29228,1.29274
1604012400,1.29274,1.29374,1.29273,1.29309
1604016000,1.29309,1.29317,1.29216,1.29264
1604019600,1.29264,1.29392,1.29257,1.29361
1604023200,1.29361,1.29394,1.29289,1.29295
1604026800,1.29295,1.29357,1.29282,1.2933
1604030400,1.2933,1.29338,1.29169,1.29172
1604034000,1.29172,1.29186,1.29027,1.29086
1604037600,1.29086,1.2917,1.29022,1.2905
1604041200,1.2905,1.29284,1.28992,1.29158
1604044800,1.29158,1.29393,1.29135,1.29279
1604048400,1.29279,1.29613,1.29268,1.2957
1604052000,1.2957,1.29798,1.29419,1.29764
1604055600,1.29764,1.29867,1.29633,1.29853
1604059200,1.29853,1.29881,1.29588,1.2973
1604062800,1.2973,1.29882,1.29613,1.29667
1604066400,1.29667,1.29684,1.29305,1.29348
1604070000,1.29348,1.29526,1.29237,1.29319
1604073600,1.29319,1.29629,1.29288,1.29533
1604077200,1.29533,1.2957,1.29417,1.29422
1604080800,1.29422,1.2965,1.29379,1.29581
1604084400,1.29581,1.29609,1.2952,1.29543
1604088000,1.29543,1.29621,1.29438,1.29457
1604268000,1.29209,1.29371,1.2917,1.29335
1604271600,1.29335,1.29392,1.29204,1.2926
1604275200,1.2926,1.29323,1.29159,1.29178
1604278800,1.29178,1.29318,1.29159,1.29282
1604282400,1.29282,1.29395,1.29276,1.29365
1604286000,1.29365,1.29368,1.29253,1.29269
1604289600,1.29269,1.29269,1.28994,1.2904
1604293200,1.2904,1.29105,1.2903,1.29034
1604296800,1.29034,1.29069,1.28935,1.2906
1604300400,1.2906,1.29156,1.29001,1.29085
1604304000,1.29085,1.29121,1.28538,1.28612
1604307600,1.28612,1.29143,1.28562,1.29105
1604311200,1.29105,1.29293,1.28993,1.29212
1604314800,1.29212,1.29243,1.29047,1.29098
1604318400,1.29098,1.29364,1.29094,1.29253
1604322000,1.29253,1.29426,1.29242,1.29351
1604325600,1.29351,1.29355,1.29059,1.29101
1604329200,1.29101,1.29173,1.2892,1.29094
1604332800,1.29094,1.29103,1.28902,1.29036
1604336400,1.29036,1.29066,1.28939,1.29051
1604340000,1.29051,1.29053,1.28903,1.28959
1604343600,1.28959,1.29065,1.28928,1.29001
1604347200,1.29001,1.29178,1.29001,1.29167
1604350800,1.29167,1.29197,1.29149,1.2916
1604354400,1.2916,1.29162,1.29051,1.29122
1604358000,1.29122,1.29238,1.2911,1.29217
1604361600,1.29217,1.29252,1.29184,1.29243
1604365200,1.29243,1.29287,1.29179,1.29275
1604368800,1.29275,1.29369,1.29265,1.29334
1604372400,1.29334,1.2934,1.29183,1.29248
1604376000,1.29248,1.29248,1.29153,1.29158
1604379600,1.29158,1.29261,1.29153,1.29237
1604383200,1.29237,1.29338,1.2923,1.29303
1604386800,1.29303,1.29438,1.29277,1.29438
1604390400,1.29438,1.298,1.29384,1.29764
1604394000,1.29764,1.29964,1.29656,1.29915
1604397600,1.29915,1.29957,1.29823,1.29862
1604401200,1.29862,1.30049,1.29716,1.29933
1604404800,1.29933,1.30013,1.29818,1.29865
1604408400,1.29865,1.3012,1.29865,1.30037
1604412000,1.30037,1.30237,1.30017,1.30233
1604415600,1.30233,1.30715,1.30223,1.30679
1604419200,1.30679,1.30788,1.30419,1.30483
1604422800,1.30483,1.30597,1.30394,1.30411
1604426400,1.30411,1.3049,1.30248,1.30251
1604430000,1.30251,1.30301,1.30185,1.3024
1604433600,1.3024,1.30272,1.30112,1.30259
1604437200,1.30259,1.3068,1.30206,1.30491
1604440800,1.30491,1.30722,1.3048,1.30712
1604444400,1.30712,1.3131,1.30711,1.3119
1604448000,1.3119,1.31401,1.3012,1.30129
1604451600,1.30129,1.30556,1.2999,1.30281
1604455200,1.30281,1.30412,1.29335,1.29697
1604458800,1.29697,1.30192,1.29676,1.29966
1604462400,1.29966,1.30085,1.29643,1.29902
1604466000,1.29902,1.30166,1.29814,1.29894
1604469600,1.29894,1.30016,1.29737,1.29891
1604473200,1.29891,1.29955,1.29215,1.29484
1604476800,1.29484,1.29521,1.29144,1.29254
1604480400,1.29254,1.29841,1.29173,1.2972
1604484000,1.2972,1.30078,1.29665,1.29983
1604487600,1.29983,1.30238,1.29871,1.30202
1604491200,1.30202,1.30507,1.30127,1.30408
1604494800,1.30408,1.30445,1.29711,1.29774
1604498400,1.29774,1.29949,1.29503,1.29889
1604502000,1.29889,1.30182,1.29827,1.29906
1604505600,1.29906,1.3023,1.29677,1.30194
1604509200,1.30194,1.30199,1.29797,1.29969
1604512800,1.29969,1.30063,1.29908,1.29952
1604516400,1.29952,1.29978,1.29789,1.29957
1604520000,1.29957,1.30064,1.2981,1.29869
1604523600,1.29869,1.29976,1.29698,1.29843
1604527200,1.29843,1.29927,1.29319,1.29385
1604530800,1.29385,1.29669,1.29339,1.29657
1604534400,1.29657,1.29805,1.2958,1.29606
1604538000,1.29606,1.29648,1.29476,1.29553
1604541600,1.29553,1.29741,1.2945,1.29718
1604545200,1.29718,1.2972,1.29569,1.29583
1604548800,1.29583,1.2966,1.29552,1.29579
1604552400,1.29579,1.29737,1.29544,1.29668
1604556000,1.29668,1.29689,1.29389,1.29448
1604559600,1.29448,1.30408,1.29396,1.30211
1604563200,1.30211,1.30355,1.30012,1.30147
1604566800,1.30147,1.30512,1.30057,1.30478
1604570400,1.30478,1.30746,1.30316,1.30727
1604574000,1.30727,1.30749,1.30556,1.307
1604577600,1.307,1.30955,1.30544,1.30832
1604581200,1.30832,1.31094,1.30697,1.30875
1604584800,1.30875,1.30975,1.30701,1.30872
1604588400,1.30872,1.31125,1.30662,1.31113
1604592000,1.31113,1.31351,1.30924,1.31154
1604595600,1.31154,1.31163,1.30795,1.31003
1604599200,1.31003,1.31108,1.30898,1.31069
1604602800,1.31069,1.31462,1.31011,1.3143
1604606400,1.3143,1.31491,1.31229,1.31453
1604610000,1.31453,1.31549,1.31395,1.31464
1604613600,1.31464,1.31562,1.31385,1.31402
1604617200,1.31402,1.31504,1.31301,1.31381
1604620800,1.31381,1.31572,1.3118,1.31194
1604624400,1.31194,1.31321,1.31119,1.31288
1604628000,1.31288,1.31376,1.31187,1.31364
1604631600,1.31364,1.31438,1.31258,1.31289
1604635200,1.31289,1.31343,1.31203,1.31262
1604638800,1.31262,1.31364,1.31213,1.3123
1604642400,1.3123,1.31341,1.31198,1.31278
1604646000,1.31278,1.31505,1.31129,1.31502
1604649600,1.31502,1.31543,1.31259,1.31263
1604653200,1.31263,1.31418,1.31009,1.31406
1604656800,1.31406,1.31495,1.31192,1.31482
1604660400,1.31482,1.31564,1.312,1.3131
1604664000,1.3131,1.31471,1.31079,1.31193
1604667600,1.31193,1.31498,1.31132,1.31476
1604671200,1.31476,1.31507,1.30926,1.3112
1604674800,1.3112,1.31556,1.31107,1.31485
1604678400,1.31485,1.31771,1.3137,1.31618
1604682000,1.31618,1.31707,1.31448,1.31542
1604685600,1.31542,1.31616,1.31498,1.31558
1604689200,1.31558,1.31606,1.31505,1.31593
1604692800,1.31593,1.31683,1.31477,1.31525
1604696400,1.31525,1.31583,1.31376,1.31437
1604872800,1.31571,1.31646,1.31502,1.3163
1604876400,1.3163,1.31823,1.31599,1.31797
1604880000,1.31797,1.31799,1.31679,1.31742
1604883600,1.31742,1.31933,1.31733,1.3182
1604887200,1.3182,1.31862,1.31788,1.31806
1604890800,1.31806,1.31846,1.3177,1.31841
1604894400,1.31841,1.3188,1.31776,1.31794
1604898000,1.31794,1.31915,1.31748,1.31792
1604901600,1.31792,1.3185,1.3166,1.31838
1604905200,1.31838,1.31994,1.3175,1.31762
1604908800,1.31762,1.31899,1.31393,1.31511
1604912400,1.31511,1.31624,1.31238,1.3128
1604916000,1.3128,1.31496,1.31251,1.31466
1604919600,1.31466,1.31858,1.312,1.31686
1604923200,1.31686,1.31901,1.31367,1.317
1604926800,1.317,1.31895,1.31662,1.31816
1604930400,1.31816,1.32081,1.31588,1.31594
1604934000,1.31594,1.31791,1.31277,1.3152
1604937600,1.3152,1.31522,1.31185,1.31352
1604941200,1.31352,1.31536,1.3132,1.31414
1604944800,1.31414,1.31445,1.31203,1.3143
1604948400,1.3143,1.31704,1.31406,1.31673
1604952000,1.31673,1.31775,1.31548,1.31604
1604955600,1.31604,1.31658,1.31526,1.3163
1604959200,1.3163,1.31649,1.3157,1.31592
1604962800,1.31592,1.31734,1.31567,1.31687
1604966400,1.31687,1.31799,1.31573,1.31674
1604970000,1.31674,1.31864,1.31671,1.31826
